Sandwich_id,order_id,Sandwich_name_id,quantity,order_date,order_time,unit_price,total_price,Sandwich_size,Sandwich_category,Sandwich_name,customer_id,discount_amount,order_month,order_month_name,order_year
29,11,pepperoni_l,1,01-01-2015,13:02:59,15.25,15.25,L,Classic,The Pepperoni Sandwich,13423,0.0,1,January,2015
30,12,cali_ckn_l,1,01-01-2015,13:04:41,20.75,20.75,L,Chicken,The California Chicken Sandwich,16342,3.11,1,January,2015
31,12,cali_ckn_s,1,01-01-2015,13:04:41,12.75,12.75,S,Chicken,The California Chicken Sandwich,16342,1.28,1,January,2015
32,12,ckn_pesto_l,1,01-01-2015,13:04:41,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,16342,3.11,1,January,2015
33,12,ital_supr_m,1,01-01-2015,13:04:41,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,16342,0.82,1,January,2015
34,13,mexicana_l,1,01-01-2015,13:11:55,20.25,20.25,L,Veggie,The Mexicana Sandwich,14783,1.01,1,January,2015
35,14,the_greek_s,1,01-01-2015,13:14:19,12.0,12.0,S,Classic,The Greek Sandwich,14948,0.0,1,January,2015
36,15,big_meat_s,1,01-01-2015,13:33:00,12.0,12.0,S,Classic,The Big Meat Sandwich,14664,0.0,1,January,2015
37,15,five_cheese_l,1,01-01-2015,13:33:00,18.5,18.5,L,Veggie,The Five Cheese Sandwich,14664,1.85,1,January,2015
38,15,soppressata_l,1,01-01-2015,13:33:00,20.75,20.75,L,Supreme,The Soppressata Sandwich,14664,0.0,1,January,2015
39,15,the_greek_s,1,01-01-2015,13:33:00,12.0,12.0,S,Classic,The Greek Sandwich,14664,0.0,1,January,2015
40,16,four_cheese_l,1,01-01-2015,13:34:07,17.95,17.95,L,Veggie,The Four Cheese Sandwich,15110,1.8,1,January,2015
41,16,napolitana_s,1,01-01-2015,13:34:07,12.0,12.0,S,Classic,The Napolitana Sandwich,15110,0.6,1,January,2015
42,16,thai_ckn_l,1,01-01-2015,13:34:07,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15110,0.0,1,January,2015
43,17,bbq_ckn_l,1,01-01-2015,13:53:00,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,13336,0.0,1,January,2015
44,17,calabrese_m,1,01-01-2015,13:53:00,16.25,16.25,M,Supreme,The Calabrese Sandwich,13336,0.0,1,January,2015
45,17,five_cheese_l,1,01-01-2015,13:53:00,18.5,18.5,L,Veggie,The Five Cheese Sandwich,13336,0.0,1,January,2015
46,17,four_cheese_m,1,01-01-2015,13:53:00,14.75,14.75,M,Veggie,The Four Cheese Sandwich,13336,0.74,1,January,2015
47,17,ital_supr_m,1,01-01-2015,13:53:00,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,13336,0.0,1,January,2015
48,17,ital_veggie_s,1,01-01-2015,13:53:00,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich,13336,1.91,1,January,2015
49,17,mediterraneo_m,2,01-01-2015,13:53:00,16.0,32.0,M,Veggie,The Mediterranean Sandwich,13336,0.0,1,January,2015
50,17,mexicana_l,1,01-01-2015,13:53:00,20.25,20.25,L,Veggie,The Mexicana Sandwich,13336,3.04,1,January,2015
51,17,peppr_salami_s,1,01-01-2015,13:53:00,12.5,12.5,S,Supreme,The Pepper Salami Sandwich,13336,0.0,1,January,2015
52,17,spinach_fet_l,1,01-01-2015,13:53:00,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,13336,2.02,1,January,2015
53,18,napolitana_l,1,01-01-2015,13:57:08,20.5,20.5,L,Classic,The Napolitana Sandwich,10833,2.05,1,January,2015
54,19,ital_cpcllo_l,1,01-01-2015,13:59:09,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,15459,0.0,1,January,2015
55,19,sicilian_l,1,01-01-2015,13:59:09,20.25,20.25,L,Supreme,The Sicilian Sandwich,15459,0.0,1,January,2015
56,20,big_meat_s,1,01-01-2015,14:03:08,12.0,12.0,S,Classic,The Big Meat Sandwich,12928,0.0,1,January,2015
57,20,five_cheese_l,1,01-01-2015,14:03:08,18.5,18.5,L,Veggie,The Five Cheese Sandwich,12928,0.0,1,January,2015
58,21,ital_cpcllo_l,1,01-01-2015,14:14:29,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,13253,2.05,1,January,2015
59,22,five_cheese_l,1,01-01-2015,14:16:26,18.5,18.5,L,Veggie,The Five Cheese Sandwich,12411,1.85,1,January,2015
60,22,ital_cpcllo_m,1,01-01-2015,14:16:26,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,12411,0.0,1,January,2015
61,22,southw_ckn_l,1,01-01-2015,14:16:26,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,12411,0.0,1,January,2015
62,23,southw_ckn_s,1,01-01-2015,14:19:03,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich,11187,0.64,1,January,2015
63,24,bbq_ckn_m,1,01-01-2015,14:23:01,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,16024,0.84,1,January,2015
64,24,ital_cpcllo_m,1,01-01-2015,14:23:01,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,16024,2.4,1,January,2015
65,24,pepperoni_m,1,01-01-2015,14:23:01,12.5,12.5,M,Classic,The Pepperoni Sandwich,16024,1.25,1,January,2015
66,24,prsc_argla_s,1,01-01-2015,14:23:01,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich,16024,0.62,1,January,2015
67,25,sicilian_m,1,01-01-2015,14:44:44,16.25,16.25,M,Supreme,The Sicilian Sandwich,15081,0.81,1,January,2015
68,25,thai_ckn_l,1,01-01-2015,14:44:44,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15081,1.04,1,January,2015
69,26,classic_dlx_s,1,01-01-2015,14:54:26,12.0,12.0,S,Classic,The Classic Deluxe Sandwich,14186,0.0,1,January,2015
70,26,veggie_veg_l,1,01-01-2015,14:54:26,20.25,20.25,L,Veggie,The Vegetables + Vegetables Sandwich,14186,2.02,1,January,2015
71,27,bbq_ckn_l,1,01-01-2015,15:11:17,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,12616,0.0,1,January,2015
72,27,classic_dlx_m,1,01-01-2015,15:11:17,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,12616,1.6,1,January,2015
73,27,spinach_fet_l,1,01-01-2015,15:11:17,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,12616,3.04,1,January,2015
74,28,ckn_alfredo_s,1,01-01-2015,15:35:46,12.75,12.75,S,Chicken,The Chicken Alfredo Sandwich,15348,0.0,1,January,2015
75,29,green_garden_s,1,01-01-2015,15:41:01,12.0,12.0,S,Veggie,The Green Garden Sandwich,13546,0.0,1,January,2015
76,30,thai_ckn_l,1,01-01-2015,15:41:25,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,12883,0.0,1,January,2015
77,31,mexicana_m,1,01-01-2015,15:50:18,16.0,16.0,M,Veggie,The Mexicana Sandwich,12928,1.6,1,January,2015
78,31,pepperoni_s,1,01-01-2015,15:50:18,9.75,9.75,S,Classic,The Pepperoni Sandwich,12928,0.0,1,January,2015
79,32,big_meat_s,1,01-01-2015,15:53:18,12.0,12.0,S,Classic,The Big Meat Sandwich,11478,0.0,1,January,2015
80,32,green_garden_l,1,01-01-2015,15:53:18,20.25,20.25,L,Veggie,The Green Garden Sandwich,11478,1.01,1,January,2015
81,32,ital_cpcllo_l,1,01-01-2015,15:53:18,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,11478,2.05,1,January,2015
82,32,ital_supr_m,1,01-01-2015,15:53:18,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,11478,0.0,1,January,2015
83,33,bbq_ckn_l,1,01-01-2015,15:54:08,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,10599,0.0,1,January,2015
84,33,green_garden_s,1,01-01-2015,15:54:08,12.0,12.0,S,Veggie,The Green Garden Sandwich,10599,0.6,1,January,2015
85,34,the_greek_s,1,01-01-2015,16:21:21,12.0,12.0,S,Classic,The Greek Sandwich,13605,0.6,1,January,2015
86,35,green_garden_m,1,01-01-2015,16:32:04,16.0,16.0,M,Veggie,The Green Garden Sandwich,15772,1.6,1,January,2015
87,35,pep_msh_pep_l,1,01-01-2015,16:32:04,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",15772,0.0,1,January,2015
88,35,pepperoni_m,1,01-01-2015,16:32:04,12.5,12.5,M,Classic,The Pepperoni Sandwich,15772,0.0,1,January,2015
89,35,thai_ckn_l,1,01-01-2015,16:32:04,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15772,0.0,1,January,2015
90,36,bbq_ckn_m,1,01-01-2015,16:54:09,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,10415,0.84,1,January,2015
91,36,classic_dlx_m,1,01-01-2015,16:54:09,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,10415,0.0,1,January,2015
92,37,ital_supr_l,1,01-01-2015,16:56:09,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,15579,0.0,1,January,2015
93,37,mexicana_l,1,01-01-2015,16:56:09,20.25,20.25,L,Veggie,The Mexicana Sandwich,15579,0.0,1,January,2015
94,38,hawaiian_s,1,01-01-2015,17:03:00,10.5,10.5,S,Classic,The Hawaiian Sandwich,15380,0.0,1,January,2015
95,38,ital_cpcllo_l,1,01-01-2015,17:03:00,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,15380,2.05,1,January,2015
96,39,ital_supr_l,1,01-01-2015,17:07:23,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,11799,0.0,1,January,2015
97,40,four_cheese_l,1,01-01-2015,17:14:36,17.95,17.95,L,Veggie,The Four Cheese Sandwich,14106,2.69,1,January,2015
98,40,southw_ckn_s,1,01-01-2015,17:14:36,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich,14106,0.0,1,January,2015
99,41,four_cheese_m,1,01-01-2015,17:15:20,14.75,14.75,M,Veggie,The Four Cheese Sandwich,11074,0.0,1,January,2015
100,41,green_garden_s,1,01-01-2015,17:15:20,12.0,12.0,S,Veggie,The Green Garden Sandwich,11074,1.8,1,January,2015
101,42,big_meat_s,1,01-01-2015,17:28:09,12.0,12.0,S,Classic,The Big Meat Sandwich,14928,0.6,1,January,2015
102,42,five_cheese_l,1,01-01-2015,17:28:09,18.5,18.5,L,Veggie,The Five Cheese Sandwich,14928,2.78,1,January,2015
103,42,mexicana_l,1,01-01-2015,17:28:09,20.25,20.25,L,Veggie,The Mexicana Sandwich,14928,0.0,1,January,2015
104,42,peppr_salami_m,1,01-01-2015,17:28:09,16.5,16.5,M,Supreme,The Pepper Salami Sandwich,14928,1.65,1,January,2015
105,43,ckn_alfredo_m,1,01-01-2015,17:38:34,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich,14554,0.0,1,January,2015
106,43,ital_supr_m,1,01-01-2015,17:38:34,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,14554,0.82,1,January,2015
107,43,peppr_salami_l,1,01-01-2015,17:38:34,20.75,20.75,L,Supreme,The Pepper Salami Sandwich,14554,0.0,1,January,2015
108,44,spin_pesto_s,1,01-01-2015,17:54:20,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich,12305,1.25,1,January,2015
109,45,four_cheese_l,1,01-01-2015,17:55:48,17.95,17.95,L,Veggie,The Four Cheese Sandwich,10442,0.0,1,January,2015
110,45,hawaiian_s,1,01-01-2015,17:55:48,10.5,10.5,S,Classic,The Hawaiian Sandwich,10442,1.58,1,January,2015
111,45,thai_ckn_m,1,01-01-2015,17:55:48,16.75,16.75,M,Chicken,The Thai Chicken Sandwich,10442,0.0,1,January,2015
112,46,ckn_pesto_l,1,01-01-2015,18:25:51,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,16310,1.04,1,January,2015
113,46,classic_dlx_l,1,01-01-2015,18:25:51,20.5,20.5,L,Classic,The Classic Deluxe Sandwich,16310,1.03,1,January,2015
114,46,thai_ckn_m,1,01-01-2015,18:25:51,16.75,16.75,M,Chicken,The Thai Chicken Sandwich,16310,0.0,1,January,2015
115,47,southw_ckn_l,1,01-01-2015,18:26:34,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,12897,0.0,1,January,2015
116,47,veggie_veg_s,1,01-01-2015,18:26:34,12.0,12.0,S,Veggie,The Vegetables + Vegetables Sandwich,12897,1.2,1,January,2015
117,48,ckn_pesto_m,1,01-01-2015,18:26:42,16.75,16.75,M,Chicken,The Chicken Pesto Sandwich,15806,2.51,1,January,2015
118,48,green_garden_s,1,01-01-2015,18:26:42,12.0,12.0,S,Veggie,The Green Garden Sandwich,15806,1.8,1,January,2015
119,48,prsc_argla_l,1,01-01-2015,18:26:42,20.75,20.75,L,Supreme,The Prosciutto and Arugula Sandwich,15806,1.04,1,January,2015
120,48,spicy_ital_l,1,01-01-2015,18:26:42,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,15806,0.0,1,January,2015
121,49,sicilian_l,1,01-01-2015,18:33:00,20.25,20.25,L,Supreme,The Sicilian Sandwich,14407,0.0,1,January,2015
122,50,the_greek_xl,1,01-01-2015,18:41:01,25.5,25.5,XL,Classic,The Greek Sandwich,15060,0.0,1,January,2015
123,51,bbq_ckn_l,1,01-01-2015,18:48:28,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,14940,0.0,1,January,2015
124,51,pep_msh_pep_l,1,01-01-2015,18:48:28,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",14940,0.0,1,January,2015
125,52,hawaiian_l,1,01-01-2015,18:53:02,16.5,16.5,L,Classic,The Hawaiian Sandwich,11266,2.48,1,January,2015
126,52,mexicana_l,1,01-01-2015,18:53:02,20.25,20.25,L,Veggie,The Mexicana Sandwich,11266,0.0,1,January,2015
127,52,spicy_ital_l,1,01-01-2015,18:53:02,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,11266,0.0,1,January,2015
128,53,pep_msh_pep_s,1,01-01-2015,18:54:17,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",12366,1.1,1,January,2015
129,53,spinach_supr_m,1,01-01-2015,18:54:17,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich,12366,0.82,1,January,2015
130,54,prsc_argla_m,1,01-01-2015,19:01:45,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich,13034,0.0,1,January,2015
131,54,thai_ckn_l,1,01-01-2015,19:01:45,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,13034,1.04,1,January,2015
132,55,peppr_salami_s,1,01-01-2015,19:03:19,12.5,12.5,S,Supreme,The Pepper Salami Sandwich,13236,1.88,1,January,2015
133,55,spicy_ital_l,1,01-01-2015,19:03:19,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,13236,3.11,1,January,2015
134,56,classic_dlx_m,1,01-01-2015,19:07:00,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,10285,1.6,1,January,2015
135,56,mediterraneo_l,1,01-01-2015,19:07:00,20.25,20.25,L,Veggie,The Mediterranean Sandwich,10285,1.01,1,January,2015
136,56,southw_ckn_m,1,01-01-2015,19:07:00,16.75,16.75,M,Chicken,The Southwest Chicken Sandwich,10285,0.0,1,January,2015
137,57,classic_dlx_m,1,01-01-2015,19:10:51,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,13553,0.8,1,January,2015
138,58,five_cheese_l,1,01-01-2015,19:30:40,18.5,18.5,L,Veggie,The Five Cheese Sandwich,11003,1.85,1,January,2015
139,58,pepperoni_m,1,01-01-2015,19:30:40,12.5,12.5,M,Classic,The Pepperoni Sandwich,11003,1.88,1,January,2015
140,59,ital_veggie_s,1,01-01-2015,19:40:08,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich,14832,1.28,1,January,2015
141,59,pep_msh_pep_s,1,01-01-2015,19:40:08,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",14832,1.65,1,January,2015
142,59,pepperoni_l,1,01-01-2015,19:40:08,15.25,15.25,L,Classic,The Pepperoni Sandwich,14832,0.76,1,January,2015
143,60,ckn_pesto_l,1,01-01-2015,20:05:16,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich,14440,0.0,1,January,2015
144,60,four_cheese_m,1,01-01-2015,20:05:16,14.75,14.75,M,Veggie,The Four Cheese Sandwich,14440,0.0,1,January,2015
145,61,bbq_ckn_m,1,01-01-2015,20:08:43,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,15997,0.0,1,January,2015
146,61,ital_supr_l,1,01-01-2015,20:08:43,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,15997,3.11,1,January,2015
147,62,bbq_ckn_m,1,01-01-2015,20:50:16,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,14841,1.68,1,January,2015
148,62,spinach_supr_m,1,01-01-2015,20:50:16,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich,14841,0.0,1,January,2015
149,63,pep_msh_pep_m,1,01-01-2015,20:51:42,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",12384,0.0,1,January,2015
150,64,big_meat_s,1,01-01-2015,20:52:08,12.0,12.0,S,Classic,The Big Meat Sandwich,16289,0.0,1,January,2015
151,65,pep_msh_pep_s,1,01-01-2015,21:16:00,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",12671,0.0,1,January,2015
152,65,sicilian_s,1,01-01-2015,21:16:00,12.25,12.25,S,Supreme,The Sicilian Sandwich,12671,0.0,1,January,2015
153,65,spicy_ital_s,1,01-01-2015,21:16:00,12.5,12.5,S,Supreme,The Spicy Italian Sandwich,12671,0.0,1,January,2015
154,65,spinach_supr_m,1,01-01-2015,21:16:00,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich,12671,0.0,1,January,2015
155,66,classic_dlx_m,1,01-01-2015,21:47:55,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,12118,2.4,1,January,2015
156,66,ital_cpcllo_m,1,01-01-2015,21:47:55,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,12118,1.6,1,January,2015
157,67,southw_ckn_l,1,01-01-2015,22:03:40,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich,15886,1.04,1,January,2015
158,68,classic_dlx_m,1,01-01-2015,22:07:32,16.0,16.0,M,Classic,The Classic Deluxe Sandwich,12408,0.0,1,January,2015
159,68,ital_supr_l,1,01-01-2015,22:07:32,20.75,20.75,L,Supreme,The Italian Supreme Sandwich,12408,3.11,1,January,2015
160,68,ital_supr_m,1,01-01-2015,22:07:32,16.5,16.5,M,Supreme,The Italian Supreme Sandwich,12408,0.82,1,January,2015
161,69,bbq_ckn_l,1,01-01-2015,22:12:13,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich,10497,1.04,1,January,2015
162,70,ital_veggie_s,1,02-01-2015,11:38:51,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich,13053,0.0,1,January,2015
163,70,soppressata_l,1,02-01-2015,11:38:51,20.75,20.75,L,Supreme,The Soppressata Sandwich,13053,1.04,1,January,2015
164,71,thai_ckn_l,1,02-01-2015,11:40:50,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,15172,3.11,1,January,2015
165,72,spinach_fet_l,1,02-01-2015,11:57:25,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich,11232,2.02,1,January,2015
166,73,thai_ckn_s,1,02-01-2015,11:58:56,12.75,12.75,S,Chicken,The Thai Chicken Sandwich,13010,0.0,1,January,2015
167,74,five_cheese_l,1,02-01-2015,12:01:12,18.5,18.5,L,Veggie,The Five Cheese Sandwich,10845,1.85,1,January,2015
168,74,mexicana_l,1,02-01-2015,12:01:12,20.25,20.25,L,Veggie,The Mexicana Sandwich,10845,3.04,1,January,2015
169,74,spin_pesto_s,1,02-01-2015,12:01:12,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich,10845,0.0,1,January,2015
170,74,spinach_supr_l,1,02-01-2015,12:01:12,20.75,20.75,L,Supreme,The Spinach Supreme Sandwich,10845,3.11,1,January,2015
171,75,ital_supr_s,1,02-01-2015,12:10:15,12.5,12.5,S,Supreme,The Italian Supreme Sandwich,14463,0.62,1,January,2015
172,75,mediterraneo_l,1,02-01-2015,12:10:15,20.25,20.25,L,Veggie,The Mediterranean Sandwich,14463,0.0,1,January,2015
173,75,napolitana_l,1,02-01-2015,12:10:15,20.5,20.5,L,Classic,The Napolitana Sandwich,14463,3.08,1,January,2015
174,76,big_meat_s,1,02-01-2015,12:21:17,12.0,12.0,S,Classic,The Big Meat Sandwich,13093,1.2,1,January,2015
175,76,hawaiian_l,1,02-01-2015,12:21:17,16.5,16.5,L,Classic,The Hawaiian Sandwich,13093,0.0,1,January,2015
176,76,ital_veggie_l,1,02-01-2015,12:21:17,21.0,21.0,L,Veggie,The Italian Vegetables Sandwich,13093,0.0,1,January,2015
177,76,spicy_ital_l,1,02-01-2015,12:21:17,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,13093,3.11,1,January,2015
178,77,bbq_ckn_m,1,02-01-2015,12:22:46,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich,12147,1.68,1,January,2015
179,77,hawaiian_m,1,02-01-2015,12:22:46,13.25,13.25,M,Classic,The Hawaiian Sandwich,12147,0.0,1,January,2015
180,78,big_meat_s,1,02-01-2015,12:28:14,12.0,12.0,S,Classic,The Big Meat Sandwich,11475,0.6,1,January,2015
181,78,classic_dlx_s,1,02-01-2015,12:28:14,12.0,12.0,S,Classic,The Classic Deluxe Sandwich,11475,0.0,1,January,2015
182,78,four_cheese_l,1,02-01-2015,12:28:14,17.95,17.95,L,Veggie,The Four Cheese Sandwich,11475,0.0,1,January,2015
183,78,ital_cpcllo_m,1,02-01-2015,12:28:14,16.0,16.0,M,Classic,The Italian Capocollo Sandwich,11475,0.8,1,January,2015
184,78,spicy_ital_l,3,02-01-2015,12:28:14,20.75,62.25,L,Supreme,The Spicy Italian Sandwich,11475,0.0,1,January,2015
185,78,thai_ckn_s,1,02-01-2015,12:28:14,12.75,12.75,S,Chicken,The Thai Chicken Sandwich,11475,0.64,1,January,2015
186,79,ital_cpcllo_l,1,02-01-2015,12:29:11,20.5,20.5,L,Classic,The Italian Capocollo Sandwich,13670,0.0,1,January,2015
187,79,pep_msh_pep_s,1,02-01-2015,12:29:11,11.0,11.0,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich",13670,0.55,1,January,2015
188,79,thai_ckn_l,1,02-01-2015,12:29:11,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,13670,2.08,1,January,2015
189,80,pepperoni_s,1,02-01-2015,12:35:38,9.75,9.75,S,Classic,The Pepperoni Sandwich,14354,0.0,1,January,2015
190,80,thai_ckn_m,1,02-01-2015,12:35:38,16.75,16.75,M,Chicken,The Thai Chicken Sandwich,14354,1.68,1,January,2015
191,81,thai_ckn_l,1,02-01-2015,12:40:01,20.75,20.75,L,Chicken,The Thai Chicken Sandwich,16112,0.0,1,January,2015
192,82,big_meat_s,1,02-01-2015,12:45:51,12.0,12.0,S,Classic,The Big Meat Sandwich,12842,0.0,1,January,2015
193,82,cali_ckn_m,1,02-01-2015,12:45:51,16.75,16.75,M,Chicken,The California Chicken Sandwich,12842,0.0,1,January,2015
194,82,spicy_ital_l,1,02-01-2015,12:45:51,20.75,20.75,L,Supreme,The Spicy Italian Sandwich,12842,0.0,1,January,2015
195,82,veggie_veg_m,1,02-01-2015,12:45:51,16.0,16.0,M,Veggie,The Vegetables + Vegetables Sandwich,12842,0.0,1,January,2015
