Sandwich_id,order_id,Sandwich_name_id,quantity,order_date,order_time,unit_price,total_price,Sandwich_size,Sandwich_category,Sandwich_name
25,10,southw_ckn_l,1,01-01-2015,13:00:15,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich
26,11,bbq_ckn_l,1,01-01-2015,13:02:59,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
27,11,cali_ckn_l,1,01-01-2015,13:02:59,20.75,20.75,L,Chicken,The California Chicken Sandwich
28,11,cali_ckn_m,1,01-01-2015,13:02:59,16.75,16.75,M,Chicken,The California Chicken Sandwich
29,11,pepperoni_l,1,01-01-2015,13:02:59,15.25,15.25,L,Classic,The Pepperoni Sandwich
30,12,cali_ckn_l,1,01-01-2015,13:04:41,20.75,20.75,L,Chicken,The California Chicken Sandwich
31,12,cali_ckn_s,1,01-01-2015,13:04:41,12.75,12.75,S,Chicken,The California Chicken Sandwich
32,12,ckn_pesto_l,1,01-01-2015,13:04:41,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich
33,12,ital_supr_m,1,01-01-2015,13:04:41,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
34,13,mexicana_l,1,01-01-2015,13:11:55,20.25,20.25,L,Veggie,The Mexicana Sandwich
35,14,the_greek_s,1,01-01-2015,13:14:19,12,12,S,Classic,The Greek Sandwich
36,15,big_meat_s,1,01-01-2015,13:33:00,12,12,S,Classic,The Big Meat Sandwich
37,15,five_cheese_l,1,01-01-2015,13:33:00,18.5,18.5,L,Veggie,The Five Cheese Sandwich
38,15,soppressata_l,1,01-01-2015,13:33:00,20.75,20.75,L,Supreme,The Soppressata Sandwich
39,15,the_greek_s,1,01-01-2015,13:33:00,12,12,S,Classic,The Greek Sandwich
40,16,four_cheese_l,1,01-01-2015,13:34:07,17.95,17.95,L,Veggie,The Four Cheese Sandwich
41,16,napolitana_s,1,01-01-2015,13:34:07,12,12,S,Classic,The Napolitana Sandwich
42,16,thai_ckn_l,1,01-01-2015,13:34:07,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
43,17,bbq_ckn_l,1,01-01-2015,13:53:00,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
44,17,calabrese_m,1,01-01-2015,13:53:00,16.25,16.25,M,Supreme,The Calabrese Sandwich
45,17,five_cheese_l,1,01-01-2015,13:53:00,18.5,18.5,L,Veggie,The Five Cheese Sandwich
46,17,four_cheese_m,1,01-01-2015,13:53:00,14.75,14.75,M,Veggie,The Four Cheese Sandwich
47,17,ital_supr_m,1,01-01-2015,13:53:00,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
48,17,ital_veggie_s,1,01-01-2015,13:53:00,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich
49,17,mediterraneo_m,2,01-01-2015,13:53:00,16,32,M,Veggie,The Mediterranean Sandwich
50,17,mexicana_l,1,01-01-2015,13:53:00,20.25,20.25,L,Veggie,The Mexicana Sandwich
51,17,peppr_salami_s,1,01-01-2015,13:53:00,12.5,12.5,S,Supreme,The Pepper Salami Sandwich
52,17,spinach_fet_l,1,01-01-2015,13:53:00,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich
53,18,napolitana_l,1,01-01-2015,13:57:08,20.5,20.5,L,Classic,The Napolitana Sandwich
54,19,ital_cpcllo_l,1,01-01-2015,13:59:09,20.5,20.5,L,Classic,The Italian Capocollo Sandwich
55,19,sicilian_l,1,01-01-2015,13:59:09,20.25,20.25,L,Supreme,The Sicilian Sandwich
56,20,big_meat_s,1,01-01-2015,14:03:08,12,12,S,Classic,The Big Meat Sandwich
57,20,five_cheese_l,1,01-01-2015,14:03:08,18.5,18.5,L,Veggie,The Five Cheese Sandwich
58,21,ital_cpcllo_l,1,01-01-2015,14:14:29,20.5,20.5,L,Classic,The Italian Capocollo Sandwich
59,22,five_cheese_l,1,01-01-2015,14:16:26,18.5,18.5,L,Veggie,The Five Cheese Sandwich
60,22,ital_cpcllo_m,1,01-01-2015,14:16:26,16,16,M,Classic,The Italian Capocollo Sandwich
61,22,southw_ckn_l,1,01-01-2015,14:16:26,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich
62,23,southw_ckn_s,1,01-01-2015,14:19:03,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich
63,24,bbq_ckn_m,1,01-01-2015,14:23:01,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
64,24,ital_cpcllo_m,1,01-01-2015,14:23:01,16,16,M,Classic,The Italian Capocollo Sandwich
65,24,pepperoni_m,1,01-01-2015,14:23:01,12.5,12.5,M,Classic,The Pepperoni Sandwich
66,24,prsc_argla_s,1,01-01-2015,14:23:01,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich
67,25,sicilian_m,1,01-01-2015,14:44:44,16.25,16.25,M,Supreme,The Sicilian Sandwich
68,25,thai_ckn_l,1,01-01-2015,14:44:44,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
69,26,classic_dlx_s,1,01-01-2015,14:54:26,12,12,S,Classic,The Classic Deluxe Sandwich
70,26,veggie_veg_l,1,01-01-2015,14:54:26,20.25,20.25,L,Veggie,The Vegetables + Vegetables Sandwich
71,27,bbq_ckn_l,1,01-01-2015,15:11:17,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
72,27,classic_dlx_m,1,01-01-2015,15:11:17,16,16,M,Classic,The Classic Deluxe Sandwich
73,27,spinach_fet_l,1,01-01-2015,15:11:17,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich
74,28,ckn_alfredo_s,1,01-01-2015,15:35:46,12.75,12.75,S,Chicken,The Chicken Alfredo Sandwich
75,29,green_garden_s,1,01-01-2015,15:41:01,12,12,S,Veggie,The Green Garden Sandwich
76,30,thai_ckn_l,1,01-01-2015,15:41:25,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
77,31,mexicana_m,1,01-01-2015,15:50:18,16,16,M,Veggie,The Mexicana Sandwich
78,31,pepperoni_s,1,01-01-2015,15:50:18,9.75,9.75,S,Classic,The Pepperoni Sandwich
79,32,big_meat_s,1,01-01-2015,15:53:18,12,12,S,Classic,The Big Meat Sandwich
80,32,green_garden_l,1,01-01-2015,15:53:18,20.25,20.25,L,Veggie,The Green Garden Sandwich
81,32,ital_cpcllo_l,1,01-01-2015,15:53:18,20.5,20.5,L,Classic,The Italian Capocollo Sandwich
82,32,ital_supr_m,1,01-01-2015,15:53:18,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
83,33,bbq_ckn_l,1,01-01-2015,15:54:08,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
84,33,green_garden_s,1,01-01-2015,15:54:08,12,12,S,Veggie,The Green Garden Sandwich
85,34,the_greek_s,1,01-01-2015,16:21:21,12,12,S,Classic,The Greek Sandwich
86,35,green_garden_m,1,01-01-2015,16:32:04,16,16,M,Veggie,The Green Garden Sandwich
87,35,pep_msh_pep_l,1,01-01-2015,16:32:04,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
88,35,pepperoni_m,1,01-01-2015,16:32:04,12.5,12.5,M,Classic,The Pepperoni Sandwich
89,35,thai_ckn_l,1,01-01-2015,16:32:04,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
90,36,bbq_ckn_m,1,01-01-2015,16:54:09,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
91,36,classic_dlx_m,1,01-01-2015,16:54:09,16,16,M,Classic,The Classic Deluxe Sandwich
92,37,ital_supr_l,1,01-01-2015,16:56:09,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
93,37,mexicana_l,1,01-01-2015,16:56:09,20.25,20.25,L,Veggie,The Mexicana Sandwich
94,38,hawaiian_s,1,01-01-2015,17:03:00,10.5,10.5,S,Classic,The Hawaiian Sandwich
95,38,ital_cpcllo_l,1,01-01-2015,17:03:00,20.5,20.5,L,Classic,The Italian Capocollo Sandwich
96,39,ital_supr_l,1,01-01-2015,17:07:23,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
97,40,four_cheese_l,1,01-01-2015,17:14:36,17.95,17.95,L,Veggie,The Four Cheese Sandwich
98,40,southw_ckn_s,1,01-01-2015,17:14:36,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich
99,41,four_cheese_m,1,01-01-2015,17:15:20,14.75,14.75,M,Veggie,The Four Cheese Sandwich
100,41,green_garden_s,1,01-01-2015,17:15:20,12,12,S,Veggie,The Green Garden Sandwich
101,42,big_meat_s,1,01-01-2015,17:28:09,12,12,S,Classic,The Big Meat Sandwich
102,42,five_cheese_l,1,01-01-2015,17:28:09,18.5,18.5,L,Veggie,The Five Cheese Sandwich
103,42,mexicana_l,1,01-01-2015,17:28:09,20.25,20.25,L,Veggie,The Mexicana Sandwich
104,42,peppr_salami_m,1,01-01-2015,17:28:09,16.5,16.5,M,Supreme,The Pepper Salami Sandwich
105,43,ckn_alfredo_m,1,01-01-2015,17:38:34,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich
106,43,ital_supr_m,1,01-01-2015,17:38:34,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
107,43,peppr_salami_l,1,01-01-2015,17:38:34,20.75,20.75,L,Supreme,The Pepper Salami Sandwich
108,44,spin_pesto_s,1,01-01-2015,17:54:20,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich
109,45,four_cheese_l,1,01-01-2015,17:55:48,17.95,17.95,L,Veggie,The Four Cheese Sandwich
110,45,hawaiian_s,1,01-01-2015,17:55:48,10.5,10.5,S,Classic,The Hawaiian Sandwich
111,45,thai_ckn_m,1,01-01-2015,17:55:48,16.75,16.75,M,Chicken,The Thai Chicken Sandwich
112,46,ckn_pesto_l,1,01-01-2015,18:25:51,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich
113,46,classic_dlx_l,1,01-01-2015,18:25:51,20.5,20.5,L,Classic,The Classic Deluxe Sandwich
114,46,thai_ckn_m,1,01-01-2015,18:25:51,16.75,16.75,M,Chicken,The Thai Chicken Sandwich
115,47,southw_ckn_l,1,01-01-2015,18:26:34,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich
116,47,veggie_veg_s,1,01-01-2015,18:26:34,12,12,S,Veggie,The Vegetables + Vegetables Sandwich
117,48,ckn_pesto_m,1,01-01-2015,18:26:42,16.75,16.75,M,Chicken,The Chicken Pesto Sandwich
118,48,green_garden_s,1,01-01-2015,18:26:42,12,12,S,Veggie,The Green Garden Sandwich
119,48,prsc_argla_l,1,01-01-2015,18:26:42,20.75,20.75,L,Supreme,The Prosciutto and Arugula Sandwich
120,48,spicy_ital_l,1,01-01-2015,18:26:42,20.75,20.75,L,Supreme,The Spicy Italian Sandwich
121,49,sicilian_l,1,01-01-2015,18:33:00,20.25,20.25,L,Supreme,The Sicilian Sandwich
122,50,the_greek_xl,1,01-01-2015,18:41:01,25.5,25.5,XL,Classic,The Greek Sandwich
123,51,bbq_ckn_l,1,01-01-2015,18:48:28,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
124,51,pep_msh_pep_l,1,01-01-2015,18:48:28,17.5,17.5,L,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
125,52,hawaiian_l,1,01-01-2015,18:53:02,16.5,16.5,L,Classic,The Hawaiian Sandwich
126,52,mexicana_l,1,01-01-2015,18:53:02,20.25,20.25,L,Veggie,The Mexicana Sandwich
127,52,spicy_ital_l,1,01-01-2015,18:53:02,20.75,20.75,L,Supreme,The Spicy Italian Sandwich
128,53,pep_msh_pep_s,1,01-01-2015,18:54:17,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
129,53,spinach_supr_m,1,01-01-2015,18:54:17,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich
130,54,prsc_argla_m,1,01-01-2015,19:01:45,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich
131,54,thai_ckn_l,1,01-01-2015,19:01:45,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
132,55,peppr_salami_s,1,01-01-2015,19:03:19,12.5,12.5,S,Supreme,The Pepper Salami Sandwich
133,55,spicy_ital_l,1,01-01-2015,19:03:19,20.75,20.75,L,Supreme,The Spicy Italian Sandwich
134,56,classic_dlx_m,1,01-01-2015,19:07:00,16,16,M,Classic,The Classic Deluxe Sandwich
135,56,mediterraneo_l,1,01-01-2015,19:07:00,20.25,20.25,L,Veggie,The Mediterranean Sandwich
136,56,southw_ckn_m,1,01-01-2015,19:07:00,16.75,16.75,M,Chicken,The Southwest Chicken Sandwich
137,57,classic_dlx_m,1,01-01-2015,19:10:51,16,16,M,Classic,The Classic Deluxe Sandwich
138,58,five_cheese_l,1,01-01-2015,19:30:40,18.5,18.5,L,Veggie,The Five Cheese Sandwich
139,58,pepperoni_m,1,01-01-2015,19:30:40,12.5,12.5,M,Classic,The Pepperoni Sandwich
140,59,ital_veggie_s,1,01-01-2015,19:40:08,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich
141,59,pep_msh_pep_s,1,01-01-2015,19:40:08,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
142,59,pepperoni_l,1,01-01-2015,19:40:08,15.25,15.25,L,Classic,The Pepperoni Sandwich
143,60,ckn_pesto_l,1,01-01-2015,20:05:16,20.75,20.75,L,Chicken,The Chicken Pesto Sandwich
144,60,four_cheese_m,1,01-01-2015,20:05:16,14.75,14.75,M,Veggie,The Four Cheese Sandwich
145,61,bbq_ckn_m,1,01-01-2015,20:08:43,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
146,61,ital_supr_l,1,01-01-2015,20:08:43,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
147,62,bbq_ckn_m,1,01-01-2015,20:50:16,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
148,62,spinach_supr_m,1,01-01-2015,20:50:16,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich
149,63,pep_msh_pep_m,1,01-01-2015,20:51:42,14.5,14.5,M,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
150,64,big_meat_s,1,01-01-2015,20:52:08,12,12,S,Classic,The Big Meat Sandwich
151,65,pep_msh_pep_s,1,01-01-2015,21:16:00,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
152,65,sicilian_s,1,01-01-2015,21:16:00,12.25,12.25,S,Supreme,The Sicilian Sandwich
153,65,spicy_ital_s,1,01-01-2015,21:16:00,12.5,12.5,S,Supreme,The Spicy Italian Sandwich
154,65,spinach_supr_m,1,01-01-2015,21:16:00,16.5,16.5,M,Supreme,The Spinach Supreme Sandwich
155,66,classic_dlx_m,1,01-01-2015,21:47:55,16,16,M,Classic,The Classic Deluxe Sandwich
156,66,ital_cpcllo_m,1,01-01-2015,21:47:55,16,16,M,Classic,The Italian Capocollo Sandwich
157,67,southw_ckn_l,1,01-01-2015,22:03:40,20.75,20.75,L,Chicken,The Southwest Chicken Sandwich
158,68,classic_dlx_m,1,01-01-2015,22:07:32,16,16,M,Classic,The Classic Deluxe Sandwich
159,68,ital_supr_l,1,01-01-2015,22:07:32,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
160,68,ital_supr_m,1,01-01-2015,22:07:32,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
161,69,bbq_ckn_l,1,01-01-2015,22:12:13,20.75,20.75,L,Chicken,The Barbecue Chicken Sandwich
162,70,ital_veggie_s,1,02-01-2015,11:38:51,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich
163,70,soppressata_l,1,02-01-2015,11:38:51,20.75,20.75,L,Supreme,The Soppressata Sandwich
164,71,thai_ckn_l,1,02-01-2015,11:40:50,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
165,72,spinach_fet_l,1,02-01-2015,11:57:25,20.25,20.25,L,Veggie,The Spinach and Feta Sandwich
166,73,thai_ckn_s,1,02-01-2015,11:58:56,12.75,12.75,S,Chicken,The Thai Chicken Sandwich
167,74,five_cheese_l,1,02-01-2015,12:01:12,18.5,18.5,L,Veggie,The Five Cheese Sandwich
168,74,mexicana_l,1,02-01-2015,12:01:12,20.25,20.25,L,Veggie,The Mexicana Sandwich
169,74,spin_pesto_s,1,02-01-2015,12:01:12,12.5,12.5,S,Veggie,The Spinach Pesto Sandwich
170,74,spinach_supr_l,1,02-01-2015,12:01:12,20.75,20.75,L,Supreme,The Spinach Supreme Sandwich
171,75,ital_supr_s,1,02-01-2015,12:10:15,12.5,12.5,S,Supreme,The Italian Supreme Sandwich
172,75,mediterraneo_l,1,02-01-2015,12:10:15,20.25,20.25,L,Veggie,The Mediterranean Sandwich
173,75,napolitana_l,1,02-01-2015,12:10:15,20.5,20.5,L,Classic,The Napolitana Sandwich
174,76,big_meat_s,1,02-01-2015,12:21:17,12,12,S,Classic,The Big Meat Sandwich
175,76,hawaiian_l,1,02-01-2015,12:21:17,16.5,16.5,L,Classic,The Hawaiian Sandwich
176,76,ital_veggie_l,1,02-01-2015,12:21:17,21,21,L,Veggie,The Italian Vegetables Sandwich
177,76,spicy_ital_l,1,02-01-2015,12:21:17,20.75,20.75,L,Supreme,The Spicy Italian Sandwich
178,77,bbq_ckn_m,1,02-01-2015,12:22:46,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
179,77,hawaiian_m,1,02-01-2015,12:22:46,13.25,13.25,M,Classic,The Hawaiian Sandwich
180,78,big_meat_s,1,02-01-2015,12:28:14,12,12,S,Classic,The Big Meat Sandwich
181,78,classic_dlx_s,1,02-01-2015,12:28:14,12,12,S,Classic,The Classic Deluxe Sandwich
182,78,four_cheese_l,1,02-01-2015,12:28:14,17.95,17.95,L,Veggie,The Four Cheese Sandwich
183,78,ital_cpcllo_m,1,02-01-2015,12:28:14,16,16,M,Classic,The Italian Capocollo Sandwich
184,78,spicy_ital_l,3,02-01-2015,12:28:14,20.75,62.25,L,Supreme,The Spicy Italian Sandwich
185,78,thai_ckn_s,1,02-01-2015,12:28:14,12.75,12.75,S,Chicken,The Thai Chicken Sandwich
186,79,ital_cpcllo_l,1,02-01-2015,12:29:11,20.5,20.5,L,Classic,The Italian Capocollo Sandwich
187,79,pep_msh_pep_s,1,02-01-2015,12:29:11,11,11,S,Classic,"The Pepperoni, Mushroom, and Peppers Sandwich"
188,79,thai_ckn_l,1,02-01-2015,12:29:11,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
189,80,pepperoni_s,1,02-01-2015,12:35:38,9.75,9.75,S,Classic,The Pepperoni Sandwich
190,80,thai_ckn_m,1,02-01-2015,12:35:38,16.75,16.75,M,Chicken,The Thai Chicken Sandwich
191,81,thai_ckn_l,1,02-01-2015,12:40:01,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
192,82,big_meat_s,1,02-01-2015,12:45:51,12,12,S,Classic,The Big Meat Sandwich
193,82,cali_ckn_m,1,02-01-2015,12:45:51,16.75,16.75,M,Chicken,The California Chicken Sandwich
194,82,spicy_ital_l,1,02-01-2015,12:45:51,20.75,20.75,L,Supreme,The Spicy Italian Sandwich
195,82,veggie_veg_m,1,02-01-2015,12:45:51,16,16,M,Veggie,The Vegetables + Vegetables Sandwich
196,83,southw_ckn_s,1,02-01-2015,12:53:27,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich
197,84,pepperoni_l,1,02-01-2015,13:13:41,15.25,15.25,L,Classic,The Pepperoni Sandwich
198,85,classic_dlx_m,1,02-01-2015,13:34:49,16,16,M,Classic,The Classic Deluxe Sandwich
199,85,classic_dlx_s,1,02-01-2015,13:34:49,12,12,S,Classic,The Classic Deluxe Sandwich
200,85,ital_supr_l,1,02-01-2015,13:34:49,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
201,85,the_greek_m,1,02-01-2015,13:34:49,16,16,M,Classic,The Greek Sandwich
202,86,hawaiian_l,1,02-01-2015,13:40:31,16.5,16.5,L,Classic,The Hawaiian Sandwich
203,87,ital_cpcllo_m,1,02-01-2015,14:01:02,16,16,M,Classic,The Italian Capocollo Sandwich
204,87,mexicana_m,1,02-01-2015,14:01:02,16,16,M,Veggie,The Mexicana Sandwich
205,87,spinach_supr_l,1,02-01-2015,14:01:02,20.75,20.75,L,Supreme,The Spinach Supreme Sandwich
206,87,spinach_supr_s,1,02-01-2015,14:01:02,12.5,12.5,S,Supreme,The Spinach Supreme Sandwich
207,88,five_cheese_l,1,02-01-2015,14:10:08,18.5,18.5,L,Veggie,The Five Cheese Sandwich
208,89,soppressata_l,1,02-01-2015,14:30:19,20.75,20.75,L,Supreme,The Soppressata Sandwich
209,89,thai_ckn_l,1,02-01-2015,14:30:19,20.75,20.75,L,Chicken,The Thai Chicken Sandwich
210,90,sicilian_l,1,02-01-2015,15:08:48,20.25,20.25,L,Supreme,The Sicilian Sandwich
211,90,thai_ckn_s,1,02-01-2015,15:08:48,12.75,12.75,S,Chicken,The Thai Chicken Sandwich
212,91,bbq_ckn_l,2,02-01-2015,15:14:43,20.75,41.5,L,Chicken,The Barbecue Chicken Sandwich
213,91,ckn_pesto_s,1,02-01-2015,15:14:43,12.75,12.75,S,Chicken,The Chicken Pesto Sandwich
214,91,pepperoni_s,1,02-01-2015,15:14:43,9.75,9.75,S,Classic,The Pepperoni Sandwich
215,92,bbq_ckn_m,1,02-01-2015,15:17:02,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
216,92,ital_supr_l,1,02-01-2015,15:17:02,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
217,92,ital_supr_m,1,02-01-2015,15:17:02,16.5,16.5,M,Supreme,The Italian Supreme Sandwich
218,92,ital_veggie_s,1,02-01-2015,15:17:02,12.75,12.75,S,Veggie,The Italian Vegetables Sandwich
219,92,pepperoni_m,1,02-01-2015,15:17:02,12.5,12.5,M,Classic,The Pepperoni Sandwich
220,92,peppr_salami_m,1,02-01-2015,15:17:02,16.5,16.5,M,Supreme,The Pepper Salami Sandwich
221,92,spinach_fet_s,1,02-01-2015,15:17:02,12,12,S,Veggie,The Spinach and Feta Sandwich
222,92,spinach_supr_s,1,02-01-2015,15:17:02,12.5,12.5,S,Supreme,The Spinach Supreme Sandwich
223,92,the_greek_m,2,02-01-2015,15:17:02,16,32,M,Classic,The Greek Sandwich
224,93,sicilian_m,1,02-01-2015,15:29:31,16.25,16.25,M,Supreme,The Sicilian Sandwich
225,94,ital_cpcllo_m,1,02-01-2015,16:17:16,16,16,M,Classic,The Italian Capocollo Sandwich
226,94,southw_ckn_s,1,02-01-2015,16:17:16,12.75,12.75,S,Chicken,The Southwest Chicken Sandwich
227,95,napolitana_s,1,02-01-2015,16:18:04,12,12,S,Classic,The Napolitana Sandwich
228,95,peppr_salami_l,1,02-01-2015,16:18:04,20.75,20.75,L,Supreme,The Pepper Salami Sandwich
229,96,napolitana_s,1,02-01-2015,16:21:20,12,12,S,Classic,The Napolitana Sandwich
230,97,big_meat_s,1,02-01-2015,16:45:33,12,12,S,Classic,The Big Meat Sandwich
231,98,classic_dlx_l,1,02-01-2015,17:18:18,20.5,20.5,L,Classic,The Classic Deluxe Sandwich
232,98,napolitana_l,1,02-01-2015,17:18:18,20.5,20.5,L,Classic,The Napolitana Sandwich
233,99,ital_supr_l,1,02-01-2015,17:45:42,20.75,20.75,L,Supreme,The Italian Supreme Sandwich
234,100,hawaiian_l,1,02-01-2015,17:46:17,16.5,16.5,L,Classic,The Hawaiian Sandwich
235,101,cali_ckn_l,1,02-01-2015,17:51:33,20.75,20.75,L,Chicken,The California Chicken Sandwich
236,101,pepperoni_l,1,02-01-2015,17:51:33,15.25,15.25,L,Classic,The Pepperoni Sandwich
237,101,soppressata_l,1,02-01-2015,17:51:33,20.75,20.75,L,Supreme,The Soppressata Sandwich
238,101,spicy_ital_m,1,02-01-2015,17:51:33,16.5,16.5,M,Supreme,The Spicy Italian Sandwich
239,102,bbq_ckn_s,1,02-01-2015,17:54:04,12.75,12.75,S,Chicken,The Barbecue Chicken Sandwich
240,102,prsc_argla_s,1,02-01-2015,17:54:04,12.5,12.5,S,Supreme,The Prosciutto and Arugula Sandwich
241,103,spinach_supr_s,1,02-01-2015,18:02:09,12.5,12.5,S,Supreme,The Spinach Supreme Sandwich
242,104,bbq_ckn_m,1,02-01-2015,18:02:12,16.75,16.75,M,Chicken,The Barbecue Chicken Sandwich
243,104,ckn_alfredo_m,1,02-01-2015,18:02:12,16.75,16.75,M,Chicken,The Chicken Alfredo Sandwich
244,104,ital_veggie_m,1,02-01-2015,18:02:12,16.75,16.75,M,Veggie,The Italian Vegetables Sandwich
245,104,veggie_veg_l,1,02-01-2015,18:02:12,20.25,20.25,L,Veggie,The Vegetables + Vegetables Sandwich
246,105,hawaiian_s,2,02-01-2015,18:12:01,10.5,21,S,Classic,The Hawaiian Sandwich
247,105,pepperoni_l,1,02-01-2015,18:12:01,15.25,15.25,L,Classic,The Pepperoni Sandwich
248,105,prsc_argla_m,1,02-01-2015,18:12:01,16.5,16.5,M,Supreme,The Prosciutto and Arugula Sandwich
249,106,mexicana_l,1,02-01-2015,18:12:13,20.25,20.25,L,Veggie,The Mexicana Sandwich
